27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,35,35,35,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,33,34,33,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
